LabVIEW Measurement,,,,,
0.76,,2.886227,3.20691,,
0.77,,2.886185,3.207189,,
0.78,,2.88783,3.209325,,
0.79,,2.891177,3.213247,,
0.8,,2.895615,3.218233,,
0.81,,2.900079,3.223104,,
0.82,,2.903357,3.226563,,
0.83,,2.904471,3.227595,,
0.84,,2.903004,3.225799,,
0.85,,2.899209,3.221498,,
0.86,,2.893952,3.215664,,
0.87,,2.888494,3.209674,,
0.88,,2.884117,3.204907,,
0.89,,2.88181,3.202432,,
0.9,,2.882027,3.202731,,
0.91,,2.884583,3.205602,,
0.92,,2.888747,3.210241,,
0.93,,2.893463,3.215485,,
0.94,,2.897611,3.220101,,
0.95,,2.900316,3.223118,,
0.96,,2.901124,3.224016,,
0.97,,2.900059,3.222814,,
0.98,,2.897581,3.220032,,
0.99,,2.894423,3.216491,,
0,1,2.89137,3.213083,8.186565,
0.01,,2.889089,3.210549,9.097713,
0.02,,2.887962,3.209311,,
0.03,,2.888037,3.209419,,
0.04,,2.889092,3.210603,,
0.05,,2.890698,3.212372,,
0.06,,2.892374,3.214194,,
0.07,,2.893726,3.215648,,
0.08,,2.894516,3.216493,,
0.09,,2.894704,3.216706,,
0.1,,2.894431,3.216445,,
0.11,,2.893914,3.215942,,
0.12,,2.893389,3.215435,,
0.13,,2.893029,3.215086,,
0.14,,2.892879,3.21492,,
0.15,,2.892883,3.214885,,
0.16,,2.892928,3.214871,,
0.17,,2.892883,3.214765,,
0.18,,2.892679,3.214513,,
0.19,,2.892332,3.21414,,
0.2,,2.891918,3.213728,,
0.21,,2.891584,3.213414,,
0.22,,2.891459,3.21331,,
0.23,,2.891613,3.213484,,
0.24,,2.892043,3.213937,,
0.25,,2.892659,3.214585,,
0.26,,2.893309,3.215284,,
0.27,,2.893838,3.215873,,
0.28,,2.894112,3.216208,,
0.29,,2.894065,3.216207,,
0.3,,2.893724,3.215873,,
0.31,,2.89317,3.215273,,
0.32,,2.892533,3.214553,,
0.33,,2.89196,3.213885,,
0.34,,2.891564,3.213418,,
0.35,,2.891419,3.213251,,
0.36,,2.891544,3.213409,,
0.37,,2.891882,3.213824,,
0.38,,2.892353,3.214391,,
0.39,,2.892849,3.21496,,
0.4,,2.893253,3.215391,,
0.41,,2.893487,3.215606,,
0.42,,2.893518,3.215582,,
0.43,,2.893354,3.215357,,
0.44,,2.893064,3.215019,,
0.45,,2.892734,3.214665,,
0.46,,2.892443,3.214373,,
0.47,,2.892268,3.214206,,
0.48,,2.892229,3.214162,,
0.49,,2.892307,3.214217,,
0.5,,2.892455,3.214334,,
0.51,,2.892613,3.214467,,
0.52,,2.892729,3.214578,,
0.53,,2.892788,3.214659,,
0.54,,2.892785,3.2147,,
0.55,,2.892751,3.214717,,
0.56,,2.892723,3.21472,,
0.57,,2.892717,3.214708,,
0.58,,2.892738,3.214695,,
0.59,,2.892775,3.214683,,
0.6,,2.892797,3.21467,,
0.61,,2.892792,3.214655,,
0.62,,2.892752,3.214636,,
0.63,,2.892676,3.214609,,
0.64,,2.892595,3.214583,,
0.65,,2.892529,3.21455,,
0.66,,2.892488,3.214512,,
0.67,,2.892481,3.214486,,
0.68,,2.892503,3.214484,,
0.69,,2.892538,3.214511,,
0.7,,2.892586,3.214575,,
0.71,,2.892631,3.214659,,
0.72,,2.892668,3.214747,,
0.73,,2.892705,3.214822,,
0.74,,2.892728,3.214848,,
0.75,,2.892728,3.214822,,
0.76,,2.892705,3.214752,,
0.77,,2.892651,3.214654,,
0.78,,2.892579,3.214557,,
0.79,,2.892513,3.21449,,
0.8,,2.892464,3.214462,,
0.81,,2.89246,3.214481,,
0.82,,2.892508,3.21453,,
0.83,,2.89259,3.214584,,
0.84,,2.892684,3.214631,,
0.85,,2.892763,3.214661,,
0.86,,2.892797,3.214669,,
0.87,,2.892791,3.214665,,
0.88,,2.892748,3.214658,,
0.89,,2.892688,3.214651,,
0.9,,2.892646,3.214654,,
0.91,,2.892631,3.21465,,
0.92,,2.892641,3.214638,,
0.93,,2.892669,3.21462,,
0.94,,2.892692,3.214599,,
0.95,,2.892697,3.214581,,
0.96,,2.892687,3.214578,,
0.97,,2.892659,3.214584,,
0.98,,2.892636,3.21461,,
0.99,,2.892635,3.214643,,
0,2,2.892653,3.214664,8.182473,
0.01,,2.892686,3.214675,9.092322,
0.02,,2.892723,3.214676,,
0.03,,2.892743,3.214669,,
0.04,,2.892746,3.214664,,
0.05,,2.892734,3.214668,,
0.06,,2.89271,3.214675,,
0.07,,2.8927,3.214691,,
0.08,,2.892708,3.214697,,
0.09,,2.892726,3.214687,,
0.1,,2.892749,3.214667,,
0.11,,2.892759,3.21464,,
0.12,,2.892745,3.214617,,
0.13,,2.892716,3.214614,,
0.14,,2.892673,3.214628,,
0.15,,2.892633,3.214661,,
0.16,,2.892616,3.214701,,
0.17,,2.892616,3.214722,,
0.18,,2.892628,3.214722,,
0.19,,2.89264,3.2147,,
0.2,,2.892632,3.214663,,
0.21,,2.892605,3.214625,,
0.22,,2.892568,3.214601,,
0.23,,2.892526,3.214594,,
0.24,,2.892508,3.214613,,
0.25,,2.892522,3.214637,,
0.26,,2.892558,3.214648,,
0.27,,2.892608,3.214646,,
0.28,,2.892651,3.214627,,
0.29,,2.892667,3.214595,,
0.3,,2.89266,3.214566,,
0.31,,2.89263,3.214543,,
0.32,,2.892591,3.214533,,
0.33,,2.892569,3.214545,,
0.34,,2.892563,3.214556,,
0.35,,2.892567,3.214566,,
0.36,,2.892575,3.214572,,
0.37,,2.892567,3.214574,,
0.38,,2.892536,3.214576,,
0.39,,2.892494,3.214587,,
0.4,,2.892441,3.214601,,
0.41,,2.892405,3.214623,,
0.42,,2.892398,3.214639,,
0.43,,2.892416,3.21464,,
0.44,,2.89245,3.214629,,
0.45,,2.892485,3.214612,,
0.46,,2.8925,3.214595,,
0.47,,2.892497,3.214592,,
0.48,,2.892478,3.214609,,
0.49,,2.892453,3.214642,,
0.5,,2.892446,3.214691,,
0.51,,2.892457,3.214727,,
0.52,,2.892482,3.214743,,
0.53,,2.89251,3.21474,,
0.54,,2.89252,3.214718,,
0.55,,2.892504,3.214688,,
0.56,,2.892468,3.214666,,
0.57,,2.892413,3.214651,,
0.58,,2.892365,3.214655,,
0.59,,2.892341,3.214668,,
0.6,,2.892337,3.214671,,
0.61,,2.892351,3.214664,,
0.62,,2.892369,3.214648,,
0.63,,2.892372,3.214627,,
0.64,,2.892361,3.214612,,
0.65,,2.892341,3.214614,,
0.66,,2.892316,3.214627,,
0.67,,2.892313,3.214657,,
0.68,,2.892338,3.214683,,
0.69,,2.892381,3.214693,,
0.7,,2.892434,3.214687,,
0.71,,2.892477,3.214668,,
0.72,,2.892492,3.214639,,
0.73,,2.892488,3.214621,,
0.74,,2.89246,3.214613,,
0.75,,2.892427,3.21462,,
0.76,,2.892406,3.214638,,
0.77,,2.892396,3.214645,,
0.78,,2.892391,3.214642,,
0.79,,2.892383,3.214627,,
0.8,,2.892352,3.214604,,
0.81,,2.892303,3.214583,,
0.82,,2.892244,3.214576,,
0.83,,2.892184,3.214582,,
0.84,,2.892151,3.21461,,
0.85,,2.892154,3.214641,,
0.86,,2.892185,3.214658,,
0.87,,2.892232,3.214664,,
0.88,,2.892275,3.214657,,
0.89,,2.892291,3.214639,,
0.9,,2.892285,3.214625,,
0.91,,2.892255,3.214615,,
0.92,,2.892217,3.214611,,
0.93,,2.892197,3.214618,,
0.94,,2.892198,3.214615,,
0.95,,2.892213,3.214601,,
0.96,,2.892236,3.21458,,
0.97,,2.892246,3.214557,,
0.98,,2.892236,3.214542,,
0.99,,2.892213,3.214549,,
0,3,2.892176,3.214572,8.181292,
0.01,,2.892149,3.214613,9.092091,
0.02,,2.892145,3.214654,,
0.03,,2.892159,3.214677,,
0.04,,2.892185,3.214679,,
0.05,,2.89221,3.214659,,
0.06,,2.892216,3.214622,,
0.07,,2.892208,3.214586,,
0.08,,2.892188,3.214561,,
0.09,,2.892165,3.21455,,
0.1,,2.892165,3.214561,,
0.11,,2.892186,3.214573,,
0.12,,2.89222,3.21458,,
0.13,,2.892257,3.214583,,
0.14,,2.892275,3.21458,,
0.15,,2.892265,3.214576,,
0.16,,2.892236,3.214581,,
0.17,,2.892189,3.21459,,
0.18,,2.892151,3.214611,,
0.19,,2.89214,3.214631,,
0.2,,2.892152,3.21463,,
0.21,,2.892182,3.214611,,
0.22,,2.892216,3.214575,,
0.23,,2.89223,3.21453,,
0.24,,2.892224,3.214492,,
0.25,,2.892203,3.214473,,
0.26,,2.892171,3.214469,,
0.27,,2.892157,3.214491,,
0.28,,2.892168,3.214517,,
0.29,,2.8922,3.214535,,
0.3,,2.892245,3.214543,,
0.31,,2.892286,3.21454,,
0.32,,2.892306,3.21453,,
0.33,,2.892312,3.214529,,
0.34,,2.892302,3.214535,,
0.35,,2.89229,3.214552,,
0.36,,2.892297,3.214579,,
0.37,,2.892317,3.214593,,
0.38,,2.892343,3.214597,,
0.39,,2.892366,3.214589,,
0.4,,2.892365,3.214575,,
0.41,,2.892339,3.214562,,
0.42,,2.892295,3.214562,,
0.43,,2.89224,3.214571,,
0.44,,2.892199,3.214596,,
0.45,,2.892186,3.214616,,
0.46,,2.892192,3.214619,,
0.47,,2.892212,3.214606,,
0.48,,2.892228,3.214581,,
0.49,,2.892224,3.21455,,
0.5,,2.892205,3.214533,,
0.51,,2.892172,3.214529,,
0.52,,2.892139,3.214544,,
0.53,,2.892131,3.214579,,
0.54,,2.892147,3.214605,,
0.55,,2.892179,3.214618,,
0.56,,2.892217,3.214614,,
0.57,,2.892238,3.214594,,
0.58,,2.892232,3.214567,,
0.59,,2.892208,3.214548,,
0.6,,2.892165,3.214536,,
0.61,,2.892129,3.214539,,
0.62,,2.892115,3.214549,,
0.63,,2.89212,3.214551,,
0.64,,2.892139,3.214548,,
0.65,,2.892158,3.21454,,
0.66,,2.892159,3.21453,,
0.67,,2.892145,3.214528,,
0.68,,2.892119,3.214542,,
0.69,,2.892091,3.214564,,
0.7,,2.892086,3.2146,,
0.71,,2.892106,3.21462,,
0.72,,2.892145,3.214622,,
0.73,,2.892191,3.214605,,
0.74,,2.892225,3.214575,,
0.75,,2.892233,3.214541,,
0.76,,2.892222,3.214522,,
0.77,,2.892189,3.214517,,
0.78,,2.892157,3.214536,,
0.79,,2.892144,3.214569,,
0.8,,2.892146,3.214593,,
0.81,,2.892159,3.214606,,
0.82,,2.892173,3.214604,,
0.83,,2.892169,3.214589,,
0.84,,2.89215,3.214572,,
0.85,,2.892124,3.214564,,
0.86,,2.892093,3.214561,,
0.87,,2.892086,3.214572,,
0.88,,2.892108,3.214582,,
0.89,,2.892146,3.214579,,
0.9,,2.892191,3.214566,,
0.91,,2.892221,3.214545,,
0.92,,2.89222,3.214521,,
0.93,,2.892196,3.214512,,
0.94,,2.892151,3.214518,,
0.95,,2.892106,3.214541,,
0.96,,2.892087,3.214578,,
0.97,,2.892095,3.214605,,
0.98,,2.892126,3.21462,,
0.99,,2.892169,3.21462,,
0,4,2.892201,3.214606,8.181084,
0.01,,2.892214,3.214586,9.092114,
0.02,,2.892212,3.214573,,
0.03,,2.892194,3.214566,,
0.04,,2.892182,3.214574,,
0.05,,2.892186,3.214582,,
0.06,,2.8922,3.214579,,
0.07,,2.892218,3.214567,,
0.08,,2.892229,3.21455,,
0.09,,2.892215,3.214531,,
0.1,,2.892186,3.214525,,
0.11,,2.892146,3.214531,,
0.12,,2.892109,3.214547,,
0.13,,2.892101,3.214575,,
0.14,,2.892122,3.214588,,
0.15,,2.892163,3.214583,,
0.16,,2.892211,3.214561,,
0.17,,2.892245,3.214528,,
0.18,,2.892253,3.214497,,
0.19,,2.892241,3.214486,,
0.2,,2.89221,3.214494,,
0.21,,2.892182,3.214527,,
0.22,,2.892175,3.214571,,
0.23,,2.892184,3.214606,,
0.24,,2.892203,3.214625,,
0.25,,2.892217,3.214625,,
0.26,,2.892207,3.214606,,
0.27,,2.892177,3.214583,,
0.28,,2.892129,3.214564,,
0.29,,2.892074,3.214552,,
0.3,,2.892038,3.214558,,
0.31,,2.892026,3.214561,,
0.32,,2.892033,3.214558,,
0.33,,2.89205,3.214551,,
0.34,,2.892058,3.214538,,
0.35,,2.892044,3.214525,,
0.36,,2.892015,3.214522,,
0.37,,2.89197,3.214524,,
0.38,,2.891931,3.214538,,
0.39,,2.891915,3.214555,,
0.4,,2.89192,3.214554,,
0.41,,2.891939,3.214537,,
0.42,,2.891963,3.214508,,
0.43,,2.891969,3.214473,,
0.44,,2.891958,3.214446,,
0.45,,2.891935,3.21444,,
0.46,,2.891904,3.214448,,
0.47,,2.891891,3.214478,,
0.48,,2.891904,3.214509,,
0.49,,2.891932,3.214524,,
0.5,,2.891967,3.214522,,
0.51,,2.891989,3.214503,,
0.52,,2.891981,3.214472,,
0.53,,2.891949,3.214448,,
0.54,,2.891897,3.214434,,
0.55,,2.891841,3.214435,,
0.56,,2.891808,3.214452,,
0.57,,2.891799,3.214465,,
0.58,,2.891809,3.214472,,
0.59,,2.89183,3.214473,,
0.6,,2.89184,3.214469,,
0.61,,2.891833,3.214466,,
0.62,,2.891813,3.214475,,
0.63,,2.89178,3.214491,,
0.64,,2.891758,3.21452,,
0.65,,2.891755,3.214543,,
0.66,,2.891764,3.214544,,
0.67,,2.89178,3.214528,,
0.68,,2.891788,3.214496,,
0.69,,2.891771,3.214455,,
0.7,,2.891737,3.214426,,
0.71,,2.891688,3.214411,,
0.72,,2.891639,3.214417,,
0.73,,2.891617,3.214446,,
0.74,,2.891621,3.214472,,
0.75,,2.891644,3.21449,,
0.76,,2.891676,3.214494,,
0.77,,2.891693,3.214485,,
0.78,,2.891686,3.214469,,
0.79,,2.891665,3.21446,,
0.8,,2.891627,3.214454,,
0.81,,2.8916,3.214461,,
0.82,,2.891599,3.214473,,
0.83,,2.891621,3.214474,,
0.84,,2.891659,3.214466,,
0.85,,2.891697,3.21445,,
0.86,,2.891713,3.214431,,
0.87,,2.891706,3.21442,,
0.88,,2.89168,3.214424,,
0.89,,2.89164,3.214439,,
0.9,,2.891615,3.214469,,
0.91,,2.89161,3.214489,,
0.92,,2.89162,3.214491,,
0.93,,2.891639,3.214477,,
0.94,,2.89165,3.214449,,
0.95,,2.89164,3.214417,,
0.96,,2.891617,3.214398,,
0.97,,2.891579,3.214393,,
0.98,,2.891545,3.214409,,
0.99,,2.891535,3.214439,,
0,5,2.891542,3.214459,8.178961,
0.01,,2.89156,3.214466,9.09166,
0.02,,2.891578,3.214461,,
0.03,,2.891575,3.214443,,
0.04,,2.891551,3.214424,,
0.05,,2.891514,3.214417,,
0.06,,2.891469,3.214415,,
0.07,,2.891442,3.21443,,
0.08,,2.891443,3.214445,,
0.09,,2.891461,3.214447,,
0.1,,2.891489,3.214438,,
0.11,,2.891506,3.214417,,
0.12,,2.891494,3.214392,,
0.13,,2.891461,3.214378,,
0.14,,2.891408,3.214377,,
0.15,,2.891353,3.214391,,
0.16,,2.89132,3.21442,,
0.17,,2.891311,3.214441,,
0.18,,2.891321,3.214451,,
0.19,,2.891341,3.214448,,
0.2,,2.891347,3.214433,,
0.21,,2.891332,3.214413,,
0.22,,2.891304,3.214402,,
0.23,,2.891262,3.214396,,
0.24,,2.891231,3.214404,,
0.25,,2.891223,3.214411,,
0.26,,2.891235,3.214403,,
0.27,,2.89126,3.214384,,
0.28,,2.891283,3.214357,,
0.29,,2.891286,3.214328,,
0.3,,2.891274,3.214313,,
0.31,,2.891246,3.214314,,
0.32,,2.891214,3.214333,,
0.33,,2.8912,3.21437,,
0.34,,2.891205,3.214398,,
0.35,,2.891221,3.214408,,
0.36,,2.891239,3.2144,,
0.37,,2.891241,3.214376,,
0.38,,2.891216,3.214344,,
0.39,,2.891179,3.214323,,
0.4,,2.891129,3.214311,,
0.41,,2.891091,3.214319,,
0.42,,2.891084,3.214339,,
0.43,,2.891102,3.214353,,
0.44,,2.891136,3.21436,,
0.45,,2.89117,3.214359,,
0.46,,2.891181,3.214351,,
0.47,,2.891168,3.214348,,
0.48,,2.891135,3.214355,,
0.49,,2.89109,3.21437,,
0.5,,2.891062,3.214396,,
0.51,,2.891056,3.21441,,
0.52,,2.89107,3.214405,,
0.53,,2.891097,3.214382,,
0.54,,2.891116,3.214346,,
0.55,,2.891113,3.214306,,
0.56,,2.891093,3.214279,,
0.57,,2.891054,3.21427,,
0.58,,2.891012,3.214285,,
0.59,,2.890988,3.214321,,
0.6,,2.890977,3.214353,,
0.61,,2.890976,3.214376,,
0.62,,2.890977,3.214387,,
0.63,,2.890962,3.214385,,
0.64,,2.890931,3.214378,,
0.65,,2.890892,3.214372,,
0.66,,2.890848,3.214364,,
0.67,,2.890825,3.214363,,
0.68,,2.890828,3.214356,,
0.69,,2.890848,3.214332,,
0.7,,2.890874,3.214298,,
0.71,,2.890889,3.214261,,
0.72,,2.890875,3.214227,,
0.73,,2.890842,3.214216,,
0.74,,2.890792,3.214228,,
0.75,,2.890743,3.214263,,
0.76,,2.890721,3.214314,,
0.77,,2.890726,3.214353,,
0.78,,2.890751,3.214374,,
0.79,,2.890784,3.214372,,
0.8,,2.890802,3.214349,,
0.81,,2.890796,3.214315,,
0.82,,2.890773,3.214285,,
0.83,,2.890733,3.214263,,
0.84,,2.890704,3.214261,,
0.85,,2.890698,3.214266,,
0.86,,2.890713,3.214266,,
0.87,,2.89074,3.214261,,
0.88,,2.890766,3.214254,,
0.89,,2.890769,3.214247,,
0.9,,2.890753,3.214253,,
0.91,,2.890719,3.214273,,
0.92,,2.890677,3.214306,,
0.93,,2.890653,3.214353,,
0.94,,2.890649,3.214388,,
0.95,,2.890661,3.214402,,
0.96,,2.890679,3.214395,,
0.97,,2.890685,3.21437,,
0.98,,2.890667,3.214336,,
0.99,,2.890636,3.214312,,
0,6,2.890588,3.214298,8.176486,
0.01,,2.890547,3.214304,9.091357,
0.02,,2.89053,3.214325,,
0.03,,2.890532,3.214341,,
0.04,,2.890546,3.21435,,
0.05,,2.890563,3.21435,,
0.06,,2.89056,3.21434,,
0.07,,2.89054,3.214329,,
0.08,,2.890508,3.214324,,
0.09,,2.890471,3.214321,,
0.1,,2.890453,3.214327,,
0.11,,2.89046,3.214322,,
0.12,,2.890483,3.214304,,
0.13,,2.890512,3.214277,,
0.14,,2.890528,3.214246,,
0.15,,2.890518,3.21422,,
0.16,,2.890489,3.214212,,
0.17,,2.890445,3.214222,,
0.18,,2.890405,3.214251,,
0.19,,2.890391,3.214288,,
0.2,,2.890401,3.214307,,
0.21,,2.890428,3.214305,,
0.22,,2.890459,3.214284,,
0.23,,2.890471,3.21425,,
0.24,,2.89046,3.214219,,
0.25,,2.890433,3.214208,,
0.26,,2.890392,3.214215,,
0.27,,2.890364,3.214252,,
0.28,,2.890361,3.214295,,
0.29,,2.890378,3.214328,,
0.3,,2.890406,3.214343,,
0.31,,2.89043,3.214336,,
0.32,,2.890431,3.21431,,
0.33,,2.890416,3.21428,,
0.34,,2.890386,3.214253,,
0.35,,2.890352,3.214235,,
0.36,,2.890341,3.214235,,
0.37,,2.890351,3.214237,,
0.38,,2.890376,3.214239,,
0.39,,2.890406,3.214243,,
0.4,,2.89042,3.214249,,
0.41,,2.89041,3.214258,,
0.42,,2.890383,3.214279,,
0.43,,2.89034,3.214303,,
0.44,,2.890305,3.214334,,
0.45,,2.890291,3.214353,,
0.46,,2.890292,3.214346,,
0.47,,2.890304,3.214318,,
0.48,,2.890312,3.214274,,
0.49,,2.890299,3.214225,,
0.5,,2.890272,3.214191,,
0.51,,2.890233,3.214177,,
0.52,,2.890195,3.214186,,
0.53,,2.890184,3.21422,,
0.54,,2.8902,3.21425,,
0.55,,2.890235,3.214265,,
0.56,,2.890279,3.214262,,
0.57,,2.89031,3.214242,,
0.58,,2.890314,3.214212,,
0.59,,2.890301,3.214194,,
0.6,,2.890269,3.214186,,
0.61,,2.89024,3.214202,,
0.62,,2.890233,3.214236,,
0.63,,2.890246,3.214267,,
0.64,,2.89027,3.214293,,
0.65,,2.890296,3.214308,,
0.66,,2.8903,3.214311,,
0.67,,2.890286,3.214308,,
0.68,,2.890258,3.214304,,
0.69,,2.890224,3.214298,,
0.7,,2.89021,3.214296,,
0.71,,2.890224,3.214284,,
0.72,,2.890257,3.214259,,
0.73,,2.890301,3.214228,,
0.74,,2.890335,3.214199,,
0.75,,2.890342,3.214182,,
0.76,,2.890326,3.21419,,
0.77,,2.890287,3.21422,,
0.78,,2.890242,3.214271,,
0.79,,2.890214,3.214332,,
0.8,,2.890201,3.214371,,
0.81,,2.890199,3.214383,,
0.82,,2.890201,3.214366,,
0.83,,2.890187,3.214324,,
0.84,,2.890158,3.214275,,
0.85,,2.89012,3.214235,,
0.86,,2.890078,3.214206,,
0.87,,2.890056,3.214204,,
0.88,,2.890063,3.214212,,
0.89,,2.890091,3.214217,,
0.9,,2.890129,3.214217,,
0.91,,2.89016,3.21421,,
0.92,,2.890165,3.2142,,
0.93,,2.890149,3.2142,,
0.94,,2.890116,3.214213,,
0.95,,2.890078,3.214237,,
0.96,,2.890063,3.214275,,
0.97,,2.890072,3.214302,,
0.98,,2.890098,3.214314,,
0.99,,2.890133,3.214308,,
0,7,2.890156,3.214286,8.175206,
0.01,,2.890158,3.214255,9.091254,
0.02,,2.890146,3.21423,,
0.03,,2.890121,3.21421,,
0.04,,2.890105,3.214205,,
0.05,,2.890111,3.214204,,
0.06,,2.890131,3.214193,,
0.07,,2.890158,3.214177,,
0.08,,2.890177,3.214158,,
0.09,,2.890167,3.21414,,
0.1,,2.890135,3.214137,,
0.11,,2.890086,3.214152,,
0.12,,2.890033,3.214182,,
0.13,,2.890005,3.21423,,
0.14,,2.890008,3.214268,,
0.15,,2.890035,3.214285,,
0.16,,2.890077,3.214281,,
0.17,,2.890112,3.214258,,
0.18,,2.890124,3.214225,,
0.19,,2.89012,3.2142,,
0.2,,2.890094,3.214183,,
0.21,,2.890066,3.214183,,
0.22,,2.890055,3.214198,,
0.23,,2.890056,3.214207,,
0.24,,2.890065,3.214213,,
0.25,,2.890073,3.214214,,
0.26,,2.890063,3.214212,,
0.27,,2.890036,3.214218,,
0.28,,2.890001,3.214238,,
0.29,,2.889964,3.214265,,
0.3,,2.889952,3.214302,,
0.31,,2.889968,3.214324,,
0.32,,2.890005,3.214323,,
0.33,,2.890051,3.2143,,
0.34,,2.890088,3.21426,,
0.35,,2.890098,3.214215,,
0.36,,2.890088,3.214185,,
0.37,,2.89006,3.214178,,
0.38,,2.890032,3.214198,,
0.39,,2.890027,3.214243,,
0.4,,2.890041,3.214283,,
0.41,,2.89007,3.214311,,
0.42,,2.8901,3.214321,,
0.43,,2.89011,3.21431,,
0.44,,2.890094,3.214285,,
0.45,,2.890061,3.214259,,
0.46,,2.890011,3.214229,,
0.47,,2.889975,3.214214,,
0.48,,2.889963,3.2142,,
0.49,,2.889971,3.21418,,
0.5,,2.889993,3.214159,,
0.51,,2.890013,3.21414,,
0.52,,2.890013,3.214127,,
0.53,,2.889998,3.214133,,
0.54,,2.889969,3.214156,,
0.55,,2.889937,3.214191,,
0.56,,2.889926,3.214235,,
0.57,,2.889935,3.214259,,
0.58,,2.889957,3.21426,,
0.59,,2.889982,3.214235,,
0.6,,2.88999,3.214192,,
0.61,,2.889973,3.214142,,
0.62,,2.889941,3.214106,,
0.63,,2.889894,3.214088,,
0.64,,2.889859,3.214098,,
0.65,,2.889851,3.214125,,
0.66,,2.889867,3.214151,,
0.67,,2.8899,3.214173,,
0.68,,2.889937,3.214188,,
0.69,,2.889955,3.214195,,
0.7,,2.889957,3.214202,,
0.71,,2.889944,3.214211,,
0.72,,2.889922,3.214221,,
0.73,,2.889915,3.214237,,
0.74,,2.889923,3.214237,,
0.75,,2.889938,3.214218,,
0.76,,2.889953,3.214186,,
0.77,,2.88995,3.214147,,
0.78,,2.889921,3.214113,,
0.79,,2.889879,3.214104,,
0.8,,2.889828,3.214117,,
0.81,,2.889792,3.214156,,
0.82,,2.889791,3.21421,,
0.83,,2.88982,3.214252,,
0.84,,2.889867,3.214275,,
0.85,,2.889915,3.214274,,
0.86,,2.88994,3.214249,,
0.87,,2.889938,3.214214,,
0.88,,2.889913,3.214183,,
0.89,,2.889872,3.21416,,
0.9,,2.889845,3.214156,,
0.91,,2.889844,3.214158,,
0.92,,2.889865,3.21416,,
0.93,,2.889903,3.214163,,
0.94,,2.88994,3.214166,,
