LabVIEW Measurement,,,,,,,
0.4,,"2.085498,",2.085498,"1.847519,",1.847519,,
0.41,,"2.052494,",2.052494,"1.819174,",1.819174,,
0.42,,"2.023191,",2.023191,"1.793704,",1.793704,,
0.43,,"2.004334,",2.004334,"1.776963,",1.776963,,
0.44,,"2.00022,",2.00022,"1.772795,",1.772795,,
0.45,,"2.011664,",2.011664,"1.7821,",1.7821,,
0.46,,"2.03574,",2.03574,"1.802555,",1.802555,,
0.47,,"2.066515,",2.066515,"1.829169,",1.829169,,
0.48,,"2.096651,",2.096651,"1.855603,",1.855603,,
0.49,,"2.11934,",2.11934,"1.875858,",1.875858,,
0.5,,"2.129971,",2.129971,"1.885757,",1.885757,,
0.51,,"2.127135,",2.127135,"1.883862,",1.883862,,
0.52,,"2.112691,",2.112691,"1.871621,",1.871621,,
0.53,,"2.091024,",2.091024,"1.85276,",1.85276,,
0.54,,"2.067774,",2.067774,"1.832192,",1.832192,,
0.55,,"2.048329,",2.048329,"1.814708,",1.814708,,
0.56,,"2.036534,",2.036534,"1.803814,",1.803814,,
0.57,,"2.033954,",2.033954,"1.80103,",1.80103,,
0.58,,"2.039787,",2.039787,"1.805789,",1.805789,,
0.59,,"2.051403,",2.051403,"1.815849,",1.815849,,
0.6,,"2.065275,",2.065275,"1.828113,",1.828113,,
0.61,,"2.077926,",2.077926,"1.839472,",1.839472,,
0.62,,"2.086767,",2.086767,"1.847563,",1.847563,,
0.63,,"2.090593,",2.090593,"1.851225,",1.851225,,
0.64,,"2.089649,",2.089649,"1.850596,",1.850596,,
0.65,,"2.085331,",2.085331,"1.846848,",1.846848,,
0.66,,"2.079599,",2.079599,"1.841693,",1.841693,,
0.67,,"2.074282,",2.074282,"1.836787,",1.836787,,
0.68,,"2.070592,",2.070592,"1.833252,",1.833252,,
0.69,,"2.068893,",2.068893,"1.831486,",1.831486,,
0.7,,"2.068793,",2.068793,"1.83121,",1.83121,,
0.71,,"2.069488,",2.069488,"1.831752,",1.831752,,
0.72,,"2.070145,",2.070145,"1.832381,",1.832381,,
0.73,,"2.070207,",2.070207,"1.832575,",1.832575,,
0.74,,"2.069572,",2.069572,"1.832179,",1.832179,,
0.75,,"2.068568,",2.068568,"1.831423,",1.831423,,
0.76,,"2.067784,",2.067784,"1.830778,",1.830778,,
0.77,,"2.067863,",2.067863,"1.830778,",1.830778,,
0.78,,"2.069198,",2.069198,"1.831787,",1.831787,,
0.79,,"2.071758,",2.071758,"1.833823,",1.833823,,
0.8,,"2.075072,",2.075072,"1.83653,",1.83653,,
0.81,,"2.078331,",2.078331,"1.83925,",1.83925,,
0.82,,"2.080648,",2.080648,"1.841233,",1.841233,,
0.83,,"2.08135,",2.08135,"1.841872,",1.841872,,
0.84,,"2.080166,",2.080166,"1.840904,",1.840904,,
0.85,,"2.07733,",2.07733,"1.838481,",1.838481,,
0.86,,"2.073524,",2.073524,"1.835155,",1.835155,,
0.87,,"2.069663,",2.069663,"1.831708,",1.831708,,
0.88,,"2.066665,",2.066665,"1.82895,",1.82895,,
0.89,,"2.065216,",2.065216,"1.82751,",1.82751,,
0.9,,"2.065599,",2.065599,"1.827676,",1.827676,,
0.91,,"2.067643,",2.067643,"1.82933,",1.82933,,
0.92,,"2.070802,",2.070802,"1.832012,",1.832012,,
0.93,,"2.074288,",2.074288,"1.835036,",1.835036,,
0.94,,"2.077306,",2.077306,"1.837684,",1.837684,,
0.95,,"2.079241,",2.079241,"1.839392,",1.839392,,
0.96,,"2.079769,",2.079769,"1.839859,",1.839859,,
0.97,,"2.078934,",2.078934,"1.839108,",1.839108,,
0.98,,"2.077086,",2.077086,"1.837443,",1.837443,,
0.99,,"2.074763,",2.074763,"1.835344,",1.835344,,
0,1,"2.072563,",2.072563,"1.83333,",1.83333,5.887226,
0.01,,"2.070972,",2.070972,"1.831839,",1.831839,5.193054,
0.02,,"2.070264,",2.070264,"1.831116,",1.831116,,
0.03,,"2.070481,",2.070481,"1.831195,",1.831195,,
0.04,,"2.071429,",2.071429,"1.831917,",1.831917,,
0.05,,"2.072768,",2.072768,"1.832995,",1.832995,,
0.06,,"2.07413,",2.07413,"1.834114,",1.834114,,
0.07,,"2.075206,",2.075206,"1.83501,",1.83501,,
0.08,,"2.075817,",2.075817,"1.835524,",1.835524,,
0.09,,"2.075957,",2.075957,"1.835632,",1.835632,,
0.1,,"2.075735,",2.075735,"1.83542,",1.83542,,
0.11,,"2.075338,",2.075338,"1.835032,",1.835032,,
0.12,,"2.074964,",2.074964,"1.834632,",1.834632,,
0.13,,"2.074729,",2.074729,"1.834331,",1.834331,,
0.14,,"2.074667,",2.074667,"1.834173,",1.834173,,
0.15,,"2.074734,",2.074734,"1.834139,",1.834139,,
0.16,,"2.074831,",2.074831,"1.834159,",1.834159,,
0.17,,"2.074869,",2.074869,"1.834154,",1.834154,,
0.18,,"2.074805,",2.074805,"1.834073,",1.834073,,
0.19,,"2.074642,",2.074642,"1.833907,",1.833907,,
0.2,,"2.074455,",2.074455,"1.833696,",1.833696,,
0.21,,"2.074341,",2.074341,"1.833515,",1.833515,,
0.22,,"2.074373,",2.074373,"1.833438,",1.833438,,
0.23,,"2.074593,",2.074593,"1.833514,",1.833514,,
0.24,,"2.07498,",2.07498,"1.833748,",1.833748,,
0.25,,"2.075458,",2.075458,"1.834092,",1.834092,,
0.26,,"2.075934,",2.075934,"1.834463,",1.834463,,
0.27,,"2.076304,",2.076304,"1.834768,",1.834768,,
0.28,,"2.076487,",2.076487,"1.834918,",1.834918,,
0.29,,"2.076464,",2.076464,"1.834873,",1.834873,,
0.3,,"2.076253,",2.076253,"1.834639,",1.834639,,
0.31,,"2.075911,",2.075911,"1.834265,",1.834265,,
0.32,,"2.075531,",2.075531,"1.83384,",1.83384,,
0.33,,"2.075201,",2.075201,"1.833456,",1.833456,,
0.34,,"2.075,",2.075,"1.833188,",1.833188,,
0.35,,"2.074987,",2.074987,"1.833087,",1.833087,,
0.36,,"2.075165,",2.075165,"1.833158,",1.833158,,
0.37,,"2.075506,",2.075506,"1.833365,",1.833365,,
0.38,,"2.07595,",2.07595,"1.83365,",1.83365,,
0.39,,"2.076401,",2.076401,"1.833937,",1.833937,,
0.4,,"2.076771,",2.076771,"1.834157,",1.834157,,
0.41,,"2.076997,",2.076997,"1.834268,",1.834268,,
0.42,,"2.077046,",2.077046,"1.834253,",1.834253,,
0.43,,"2.076941,",2.076941,"1.834124,",1.834124,,
0.44,,"2.076747,",2.076747,"1.833929,",1.833929,,
0.45,,"2.076532,",2.076532,"1.833716,",1.833716,,
0.46,,"2.076385,",2.076385,"1.833536,",1.833536,,
0.47,,"2.076358,",2.076358,"1.833432,",1.833432,,
0.48,,"2.076452,",2.076452,"1.833408,",1.833408,,
0.49,,"2.076641,",2.076641,"1.833456,",1.833456,,
0.5,,"2.076874,",2.076874,"1.833547,",1.833547,,
0.51,,"2.077089,",2.077089,"1.833641,",1.833641,,
0.52,,"2.077256,",2.077256,"1.833708,",1.833708,,
0.53,,"2.077358,",2.077358,"1.833732,",1.833732,,
0.54,,"2.077402,",2.077402,"1.833707,",1.833707,,
0.55,,"2.07743,",2.07743,"1.833652,",1.833652,,
0.56,,"2.077466,",2.077466,"1.833587,",1.833587,,
0.57,,"2.077521,",2.077521,"1.833531,",1.833531,,
0.58,,"2.077598,",2.077598,"1.833498,",1.833498,,
0.59,,"2.077678,",2.077678,"1.833487,",1.833487,,
0.6,,"2.077746,",2.077746,"1.833486,",1.833486,,
0.61,,"2.0778,",2.0778,"1.833486,",1.833486,,
0.62,,"2.077834,",2.077834,"1.833475,",1.833475,,
0.63,,"2.077861,",2.077861,"1.833443,",1.833443,,
0.64,,"2.077905,",2.077905,"1.833398,",1.833398,,
0.65,,"2.077967,",2.077967,"1.833347,",1.833347,,
0.66,,"2.07805,",2.07805,"1.8333,",1.8333,,
0.67,,"2.078149,",2.078149,"1.833268,",1.833268,,
0.68,,"2.078247,",2.078247,"1.833252,",1.833252,,
0.69,,"2.078341,",2.078341,"1.833249,",1.833249,,
0.7,,"2.078434,",2.078434,"1.833259,",1.833259,,
0.71,,"2.078523,",2.078523,"1.83327,",1.83327,,
0.72,,"2.078624,",2.078624,"1.833279,",1.833279,,
0.73,,"2.078737,",2.078737,"1.833282,",1.833282,,
0.74,,"2.078847,",2.078847,"1.833274,",1.833274,,
0.75,,"2.078946,",2.078946,"1.833255,",1.833255,,
0.76,,"2.079019,",2.079019,"1.83323,",1.83323,,
0.77,,"2.079058,",2.079058,"1.833199,",1.833199,,
0.78,,"2.079081,",2.079081,"1.833165,",1.833165,,
0.79,,"2.079103,",2.079103,"1.83314,",1.83314,,
0.8,,"2.079147,",2.079147,"1.833123,",1.833123,,
0.81,,"2.079244,",2.079244,"1.833125,",1.833125,,
0.82,,"2.079391,",2.079391,"1.833145,",1.833145,,
0.83,,"2.07957,",2.07957,"1.833176,",1.833176,,
0.84,,"2.079757,",2.079757,"1.833212,",1.833212,,
0.85,,"2.079917,",2.079917,"1.833243,",1.833243,,
0.86,,"2.080033,",2.080033,"1.833258,",1.833258,,
0.87,,"2.080111,",2.080111,"1.833258,",1.833258,,
0.88,,"2.08016,",2.08016,"1.833245,",1.833245,,
0.89,,"2.08021,",2.08021,"1.833228,",1.833228,,
0.9,,"2.080293,",2.080293,"1.833224,",1.833224,,
0.91,,"2.080415,",2.080415,"1.833243,",1.833243,,
0.92,,"2.080572,",2.080572,"1.833293,",1.833293,,
0.93,,"2.08075,",2.08075,"1.833379,",1.833379,,
0.94,,"2.080928,",2.080928,"1.833502,",1.833502,,
0.95,,"2.081101,",2.081101,"1.833659,",1.833659,,
0.96,,"2.08126,",2.08126,"1.833836,",1.833836,,
0.97,,"2.08141,",2.08141,"1.834027,",1.834027,,
0.98,,"2.08156,",2.08156,"1.834206,",1.834206,,
0.99,,"2.081704,",2.081704,"1.834347,",1.834347,,
0,2,"2.081821,",2.081821,"1.834413,",1.834413,5.910542,
0.01,,"2.081889,",2.081889,"1.834365,",1.834365,5.189189,
0.02,,"2.081878,",2.081878,"1.834165,",1.834165,,
0.03,,"2.081768,",2.081768,"1.833782,",1.833782,,
0.04,,"2.081575,",2.081575,"1.833221,",1.833221,,
0.05,,"2.081321,",2.081321,"1.832515,",1.832515,,
0.06,,"2.081049,",2.081049,"1.831717,",1.831717,,
0.07,,"2.080813,",2.080813,"1.830913,",1.830913,,
0.08,,"2.080638,",2.080638,"1.83018,",1.83018,,
0.09,,"2.080534,",2.080534,"1.829588,",1.829588,,
0.1,,"2.080497,",2.080497,"1.829182,",1.829182,,
0.11,,"2.080502,",2.080502,"1.828967,",1.828967,,
0.12,,"2.080528,",2.080528,"1.828912,",1.828912,,
0.13,,"2.080569,",2.080569,"1.828965,",1.828965,,
0.14,,"2.080613,",2.080613,"1.829056,",1.829056,,
0.15,,"2.080673,",2.080673,"1.829125,",1.829125,,
0.16,,"2.080763,",2.080763,"1.829137,",1.829137,,
0.17,,"2.080881,",2.080881,"1.829074,",1.829074,,
0.18,,"2.081022,",2.081022,"1.828949,",1.828949,,
0.19,,"2.081174,",2.081174,"1.828799,",1.828799,,
0.2,,"2.081319,",2.081319,"1.828663,",1.828663,,
0.21,,"2.081458,",2.081458,"1.828579,",1.828579,,
0.22,,"2.081589,",2.081589,"1.828577,",1.828577,,
0.23,,"2.081709,",2.081709,"1.82865,",1.82865,,
0.24,,"2.081833,",2.081833,"1.828781,",1.828781,,
0.25,,"2.081955,",2.081955,"1.82893,",1.82893,,
0.26,,"2.082062,",2.082062,"1.829047,",1.829047,,
0.27,,"2.082144,",2.082144,"1.829093,",1.829093,,
0.28,,"2.082187,",2.082187,"1.829039,",1.829039,,
0.29,,"2.082189,",2.082189,"1.828883,",1.828883,,
0.3,,"2.082179,",2.082179,"1.828652,",1.828652,,
0.31,,"2.082175,",2.082175,"1.828393,",1.828393,,
0.32,,"2.082212,",2.082212,"1.828154,",1.828154,,
0.33,,"2.082317,",2.082317,"1.827986,",1.827986,,
0.34,,"2.082482,",2.082482,"1.827913,",1.827913,,
0.35,,"2.082686,",2.082686,"1.827933,",1.827933,,
0.36,,"2.082898,",2.082898,"1.828026,",1.828026,,
0.37,,"2.083077,",2.083077,"1.82815,",1.82815,,
0.38,,"2.083201,",2.083201,"1.828257,",1.828257,,
0.39,,"2.083273,",2.083273,"1.828317,",1.828317,,
0.4,,"2.0833,",2.0833,"1.828309,",1.828309,,
0.41,,"2.083318,",2.083318,"1.82824,",1.82824,,
0.42,,"2.083358,",2.083358,"1.828136,",1.828136,,
0.43,,"2.083427,",2.083427,"1.82802,",1.82802,,
0.44,,"2.083526,",2.083526,"1.827919,",1.827919,,
0.45,,"2.083644,",2.083644,"1.827851,",1.827851,,
0.46,,"2.083761,",2.083761,"1.827815,",1.827815,,
0.47,,"2.083877,",2.083877,"1.827801,",1.827801,,
0.48,,"2.083987,",2.083987,"1.827796,",1.827796,,
0.49,,"2.084093,",2.084093,"1.827778,",1.827778,,
0.5,,"2.084216,",2.084216,"1.827741,",1.827741,,
0.51,,"2.084353,",2.084353,"1.827684,",1.827684,,
0.52,,"2.084492,",2.084492,"1.827609,",1.827609,,
0.53,,"2.084618,",2.084618,"1.827528,",1.827528,,
0.54,,"2.084713,",2.084713,"1.827453,",1.827453,,
0.55,,"2.084767,",2.084767,"1.827391,",1.827391,,
0.56,,"2.084796,",2.084796,"1.827352,",1.827352,,
0.57,,"2.084811,",2.084811,"1.827339,",1.827339,,
0.58,,"2.084842,",2.084842,"1.827342,",1.827342,,
0.59,,"2.084915,",2.084915,"1.827359,",1.827359,,
0.6,,"2.085031,",2.085031,"1.827374,",1.827374,,
0.61,,"2.085179,",2.085179,"1.827374,",1.827374,,
0.62,,"2.085341,",2.085341,"1.82735,",1.82735,,
0.63,,"2.085484,",2.085484,"1.827291,",1.827291,,
0.64,,"2.085599,",2.085599,"1.827198,",1.827198,,
0.65,,"2.085687,",2.085687,"1.827084,",1.827084,,
0.66,,"2.085753,",2.085753,"1.826963,",1.826963,,
0.67,,"2.085826,",2.085826,"1.826853,",1.826853,,
0.68,,"2.085919,",2.085919,"1.826773,",1.826773,,
0.69,,"2.086031,",2.086031,"1.826727,",1.826727,,
0.7,,"2.086158,",2.086158,"1.826713,",1.826713,,
0.71,,"2.086282,",2.086282,"1.82672,",1.82672,,
0.72,,"2.086388,",2.086388,"1.826728,",1.826728,,
0.73,,"2.086479,",2.086479,"1.826722,",1.826722,,
0.74,,"2.086559,",2.086559,"1.826693,",1.826693,,
0.75,,"2.086637,",2.086637,"1.826635,",1.826635,,
0.76,,"2.086742,",2.086742,"1.826561,",1.826561,,
0.77,,"2.086872,",2.086872,"1.826482,",1.826482,,
0.78,,"2.087014,",2.087014,"1.826405,",1.826405,,
0.79,,"2.087157,",2.087157,"1.826343,",1.826343,,
0.8,,"2.087275,",2.087275,"1.826296,",1.826296,,
0.81,,"2.087359,",2.087359,"1.826259,",1.826259,,
0.82,,"2.087423,",2.087423,"1.826232,",1.826232,,
0.83,,"2.08747,",2.08747,"1.826207,",1.826207,,
0.84,,"2.087528,",2.087528,"1.826179,",1.826179,,
0.85,,"2.087622,",2.087622,"1.826151,",1.826151,,
0.86,,"2.087746,",2.087746,"1.826121,",1.826121,,
0.87,,"2.087893,",2.087893,"1.82609,",1.82609,,
0.88,,"2.08804,",2.08804,"1.826056,",1.826056,,
0.89,,"2.088163,",2.088163,"1.826018,",1.826018,,
0.9,,"2.088258,",2.088258,"1.825973,",1.825973,,
0.91,,"2.088331,",2.088331,"1.825928,",1.825928,,
0.92,,"2.088393,",2.088393,"1.82588,",1.82588,,
0.93,,"2.088471,",2.088471,"1.825836,",1.825836,,
0.94,,"2.08858,",2.08858,"1.825801,",1.825801,,
0.95,,"2.088714,",2.088714,"1.825773,",1.825773,,
0.96,,"2.088864,",2.088864,"1.825752,",1.825752,,
0.97,,"2.089006,",2.089006,"1.825732,",1.825732,,
0.98,,"2.089118,",2.089118,"1.825702,",1.825702,,
0.99,,"2.089207,",2.089207,"1.825661,",1.825661,,
0,3,"2.089272,",2.089272,"1.825613,",1.825613,5.936018,
0.01,,"2.089332,",2.089332,"1.825555,",1.825555,5.16491,
0.02,,"2.089419,",2.089419,"1.825504,",1.825504,,
0.03,,"2.089532,",2.089532,"1.825462,",1.825462,,
0.04,,"2.089668,",2.089668,"1.825432,",1.825432,,
0.05,,"2.089815,",2.089815,"1.825415,",1.825415,,
0.06,,"2.089951,",2.089951,"1.825404,",1.825404,,
0.07,,"2.090065,",2.090065,"1.82539,",1.82539,,
0.08,,"2.090162,",2.090162,"1.82537,",1.82537,,
0.09,,"2.090244,",2.090244,"1.825339,",1.825339,,
0.1,,"2.090334,",2.090334,"1.825297,",1.825297,,
0.11,,"2.090451,",2.090451,"1.825257,",1.825257,,
0.12,,"2.090589,",2.090589,"1.825218,",1.825218,,
0.13,,"2.090738,",2.090738,"1.825185,",1.825185,,
0.14,,"2.09088,",2.09088,"1.82516,",1.82516,,
0.15,,"2.090994,",2.090994,"1.825136,",1.825136,,
0.16,,"2.09108,",2.09108,"1.825109,",1.825109,,
0.17,,"2.091147,",2.091147,"1.825082,",1.825082,,
0.18,,"2.091201,",2.091201,"1.82505,",1.82505,,
0.19,,"2.091275,",2.091275,"1.825017,",1.825017,,
0.2,,"2.091379,",2.091379,"1.824989,",1.824989,,
0.21,,"2.091507,",2.091507,"1.824965,",1.824965,,
0.22,,"2.09165,",2.09165,"1.824948,",1.824948,,
0.23,,"2.091786,",2.091786,"1.824932,",1.824932,,
0.24,,"2.091898,",2.091898,"1.824911,",1.824911,,
0.25,,"2.091994,",2.091994,"1.824883,",1.824883,,
0.26,,"2.092075,",2.092075,"1.82485,",1.82485,,
0.27,,"2.092161,",2.092161,"1.824811,",1.824811,,
0.28,,"2.092273,",2.092273,"1.824776,",1.824776,,
0.29,,"2.092409,",2.092409,"1.824746,",1.824746,,
0.3,,"2.09256,",2.09256,"1.824722,",1.824722,,
0.31,,"2.092713,",2.092713,"1.824707,",1.824707,,
0.32,,"2.092843,",2.092843,"1.824695,",1.824695,,
0.33,,"2.092946,",2.092946,"1.824678,",1.824678,,
0.34,,"2.093031,",2.093031,"1.824658,",1.824658,,
0.35,,"2.093104,",2.093104,"1.824635,",1.824635,,
0.36,,"2.093197,",2.093197,"1.824613,",1.824613,,
0.37,,"2.093327,",2.093327,"1.824602,",1.824602,,
0.38,,"2.093485,",2.093485,"1.824601,",1.824601,,
0.39,,"2.093659,",2.093659,"1.824611,",1.824611,,
0.4,,"2.093828,",2.093828,"1.824629,",1.824629,,
0.41,,"2.093966,",2.093966,"1.824647,",1.824647,,
0.42,,"2.094074,",2.094074,"1.824658,",1.824658,,
0.43,,"2.094156,",2.094156,"1.824663,",1.824663,,
0.44,,"2.094227,",2.094227,"1.824661,",1.824661,,
0.45,,"2.094322,",2.094322,"1.824664,",1.824664,,
0.46,,"2.094457,",2.094457,"1.824687,",1.824687,,
0.47,,"2.094631,",2.094631,"1.82474,",1.82474,,
0.48,,"2.094841,",2.094841,"1.82484,",1.82484,,
0.49,,"2.095063,",2.095063,"1.824986,",1.824986,,
0.5,,"2.095274,",2.095274,"1.825163,",1.825163,,
0.51,,"2.095473,",2.095473,"1.825368,",1.825368,,
0.52,,"2.095637,",2.095637,"1.825568,",1.825568,,
0.53,,"2.09576,",2.09576,"1.825722,",1.825722,,
0.54,,"2.095844,",2.095844,"1.8258,",1.8258,,
0.55,,"2.095867,",2.095867,"1.825755,",1.825755,,
0.56,,"2.095812,",2.095812,"1.82555,",1.82555,,
0.57,,"2.095674,",2.095674,"1.825168,",1.825168,,
0.58,,"2.095449,",2.095449,"1.82461,",1.82461,,
0.59,,"2.095172,",2.095172,"1.823907,",1.823907,,
0.6,,"2.094892,",2.094892,"1.82312,",1.82312,,
0.61,,"2.094655,",2.094655,"1.822324,",1.822324,,
0.62,,"2.094521,",2.094521,"1.821601,",1.821601,,
0.63,,"2.09451,",2.09451,"1.821023,",1.821023,,
0.64,,"2.094607,",2.094607,"1.820629,",1.820629,,
0.65,,"2.094776,",2.094776,"1.820426,",1.820426,,
0.66,,"2.094957,",2.094957,"1.820385,",1.820385,,
0.67,,"2.095092,",2.095092,"1.820445,",1.820445,,
0.68,,"2.095156,",2.095156,"1.820536,",1.820536,,
0.69,,"2.095146,",2.095146,"1.820604,",1.820604,,
0.7,,"2.095086,",2.095086,"1.820608,",1.820608,,
0.71,,"2.095037,",2.095037,"1.820548,",1.820548,,
0.72,,"2.095041,",2.095041,"1.820445,",1.820445,,
0.73,,"2.095123,",2.095123,"1.820336,",1.820336,,
0.74,,"2.095292,",2.095292,"1.820266,",1.820266,,
0.75,,"2.095526,",2.095526,"1.820265,",1.820265,,
0.76,,"2.095792,",2.095792,"1.820339,",1.820339,,
0.77,,"2.096061,",2.096061,"1.820477,",1.820477,,
0.78,,"2.096288,",2.096288,"1.82064,",1.82064,,
0.79,,"2.096457,",2.096457,"1.820778,",1.820778,,
0.8,,"2.096567,",2.096567,"1.820853,",1.820853,,
0.81,,"2.096612,",2.096612,"1.820831,",1.820831,,
0.82,,"2.096602,",2.096602,"1.820705,",1.820705,,
0.83,,"2.096555,",2.096555,"1.820491,",1.820491,,
0.84,,"2.096491,",2.096491,"1.820227,",1.820227,,
0.85,,"2.096446,",2.096446,"1.819961,",1.819961,,
0.86,,"2.096454,",2.096454,"1.819753,",1.819753,,
0.87,,"2.09653,",2.09653,"1.819637,",1.819637,,
0.88,,"2.096688,",2.096688,"1.819632,",1.819632,,
0.89,,"2.096915,",2.096915,"1.819733,",1.819733,,
0.9,,"2.097168,",2.097168,"1.819904,",1.819904,,
0.91,,"2.097406,",2.097406,"1.820098,",1.820098,,
0.92,,"2.097584,",2.097584,"1.820264,",1.820264,,
0.93,,"2.097675,",2.097675,"1.820355,",1.820355,,
0.94,,"2.097692,",2.097692,"1.820352,",1.820352,,
0.95,,"2.097656,",2.097656,"1.820263,",1.820263,,
0.96,,"2.097611,",2.097611,"1.820109,",1.820109,,
0.97,,"2.097608,",2.097608,"1.819938,",1.819938,,
0.98,,"2.097664,",2.097664,"1.819786,",1.819786,,
0.99,,"2.097781,",2.097781,"1.819684,",1.819684,,
0,4,"2.097939,",2.097939,"1.819647,",1.819647,5.959814,
0.01,,"2.098104,",2.098104,"1.819667,",1.819667,5.155208,
0.02,,"2.098249,",2.098249,"1.819722,",1.819722,,
0.03,,"2.098366,",2.098366,"1.819786,",1.819786,,
0.04,,"2.09845,",2.09845,"1.819837,",1.819837,,
0.05,,"2.098523,",2.098523,"1.819856,",1.819856,,
0.06,,"2.09861,",2.09861,"1.819847,",1.819847,,
0.07,,"2.098713,",2.098713,"1.819811,",1.819811,,
0.08,,"2.098828,",2.098828,"1.819759,",1.819759,,
0.09,,"2.098945,",2.098945,"1.819704,",1.819704,,
0.1,,"2.09904,",2.09904,"1.819653,",1.819653,,
0.11,,"2.099113,",2.099113,"1.819609,",1.819609,,
0.12,,"2.099166,",2.099166,"1.819578,",1.819578,,
0.13,,"2.099201,",2.099201,"1.819553,",1.819553,,
0.14,,"2.099248,",2.099248,"1.819536,",1.819536,,
0.15,,"2.099317,",2.099317,"1.819526,",1.819526,,
0.16,,"2.099407,",2.099407,"1.819519,",1.819519,,
0.17,,"2.099512,",2.099512,"1.819514,",1.819514,,
0.18,,"2.099614,",2.099614,"1.819507,",1.819507,,
0.19,,"2.099699,",2.099699,"1.819495,",1.819495,,
0.2,,"2.099774,",2.099774,"1.819478,",1.819478,,
0.21,,"2.09984,",2.09984,"1.819461,",1.819461,,
0.22,,"2.099911,",2.099911,"1.819444,",1.819444,,
0.23,,"2.100005,",2.100005,"1.819434,",1.819434,,
0.24,,"2.100121,",2.100121,"1.81943,",1.81943,,
0.25,,"2.100245,",2.100245,"1.81943,",1.81943,,
0.26,,"2.100364,",2.100364,"1.81943,",1.81943,,
0.27,,"2.100454,",2.100454,"1.819424,",1.819424,,
0.28,,"2.100509,",2.100509,"1.819402,",1.819402,,
0.29,,"2.100542,",2.100542,"1.819368,",1.819368,,
0.3,,"2.10056,",2.10056,"1.819326,",1.819326,,
0.31,,"2.100595,",2.100595,"1.819282,",1.819282,,
0.32,,"2.100667,",2.100667,"1.819252,",1.819252,,
0.33,,"2.100768,",2.100768,"1.819235,",1.819235,,
0.34,,"2.10089,",2.10089,"1.819235,",1.819235,,
